id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0777488,2,2016-02-22 12:32:47,2016-02-22 13:03:41,1,-73.95523834228516,40.77341079711913,-73.99320220947266,40.749759674072266,N,1854
id1448060,2,2016-05-12 10:27:59,2016-05-12 10:33:39,1,-73.9734878540039,40.76079559326172,-73.9798126220703,40.76010513305664,N,340
id2122882,2,2016-04-25 07:27:26,2016-04-25 07:33:01,3,-73.9908447265625,40.73471450805664,-74.00251007080078,40.72507858276367,N,335
id0736324,2,2016-02-03 09:14:29,2016-02-03 09:25:13,5,-74.01146697998048,40.703079223632805,-74.01148986816406,40.709110260009766,N,644
id0513186,2,2016-02-19 19:37:07,2016-02-19 19:49:52,1,-73.99169921875,40.751659393310554,-73.97514343261719,40.755908966064446,N,765
id1069072,2,2016-02-12 07:39:41,2016-02-12 07:44:06,5,-73.96441650390625,40.764495849609375,-73.97241973876953,40.75915145874024,N,265
id1522753,2,2016-03-16 10:39:36,2016-03-16 10:43:36,2,-73.99568176269531,40.73326110839844,-74.00154113769531,40.7374382019043,N,240
id3987342,1,2016-06-08 23:14:46,2016-06-08 23:19:50,1,-73.98638153076173,40.75582504272461,-73.9739761352539,40.75095748901367,N,304
id3884643,2,2016-03-31 23:02:38,2016-03-31 23:09:54,1,-73.99626159667967,40.722049713134766,-73.98689270019531,40.73929977416992,N,436
id2929164,2,2016-04-14 15:08:15,2016-04-14 16:06:42,1,-73.78118133544923,40.644981384277344,-73.97339630126953,40.79280090332031,N,3507
id3756496,2,2016-06-10 00:06:59,2016-06-10 00:12:33,1,-73.97015380859375,40.76534652709961,-73.95633697509764,40.772998809814446,N,334
id3089469,2,2016-05-28 06:22:37,2016-05-28 06:38:44,1,-73.96800231933594,40.75566101074219,-73.8614730834961,40.76813507080078,N,967
id3512558,1,2016-04-19 15:01:20,2016-04-19 15:10:14,1,-73.97434234619139,40.763668060302734,-73.98184967041014,40.75234603881836,N,534
id0508315,1,2016-04-23 12:00:43,2016-04-23 12:05:59,2,-73.97723388671875,40.761863708496094,-73.97559356689453,40.76555633544922,N,316
id3407411,2,2016-03-31 22:19:07,2016-03-31 22:30:31,1,-73.95747375488281,40.72549057006836,-73.94017791748048,40.70954132080078,N,684
id2988053,1,2016-04-28 14:21:42,2016-04-28 14:47:18,2,-74.00498199462889,40.70505142211913,-73.97537994384764,40.75859069824219,N,1536
id0186690,2,2016-05-14 10:59:44,2016-05-14 11:07:40,5,-74.0047607421875,40.748828887939446,-74.00694274902342,40.745601654052734,N,476
id0714360,1,2016-05-22 12:59:08,2016-05-22 13:27:04,1,-73.99149322509764,40.74246597290039,-73.97877502441406,40.781715393066406,N,1676
id2286650,1,2016-05-14 16:29:31,2016-05-14 16:34:02,1,-73.9807891845703,40.779983520507805,-73.96556091308594,40.800758361816406,N,271
id0600107,1,2016-01-25 23:02:03,2016-01-25 23:06:50,1,-73.96139526367188,40.77161407470703,-73.958740234375,40.76380920410156,N,287
id1109549,1,2016-06-07 15:48:25,2016-06-07 16:06:57,1,-73.96121978759764,40.76042175292969,-73.98377990722656,40.775535583496094,N,1112
id0511931,1,2016-03-21 20:23:58,2016-03-21 20:34:15,1,-73.98474884033203,40.76847457885742,-73.97042846679686,40.75086212158203,N,617
id2328720,2,2016-03-02 08:11:22,2016-03-02 08:19:27,1,-73.9979476928711,40.68279266357422,-73.98869323730467,40.69305038452149,N,485
id3426823,1,2016-05-12 21:08:15,2016-05-12 21:19:27,1,-73.9996795654297,40.738819122314446,-73.99354553222656,40.72433090209961,N,672
id0230123,2,2016-03-12 05:35:05,2016-03-12 05:47:54,6,-73.95834350585938,40.760440826416016,-73.92098236083984,40.76327133178711,N,769
id0633227,1,2016-03-01 19:24:44,2016-03-01 19:40:36,1,-73.9789810180664,40.75258255004882,-73.9516372680664,40.77090835571289,N,952
id1424784,2,2016-04-07 22:48:24,2016-04-07 23:44:36,1,-73.98914337158203,40.75851058959961,-73.9449691772461,40.83375930786133,N,3372
id1854989,1,2016-01-16 08:51:24,2016-01-16 09:07:57,1,-73.94759368896483,40.7904167175293,-73.9886016845703,40.75370788574219,N,993
id2149007,1,2016-06-08 11:28:57,2016-06-08 11:34:16,1,-73.95494842529298,40.81192779541016,-73.95746612548828,40.80894470214844,N,319
id3224484,1,2016-05-07 18:53:00,2016-05-07 18:57:36,1,-73.95196533203125,40.77791976928711,-73.95380401611328,40.77024841308594,N,276
id2424102,2,2016-04-22 23:28:07,2016-04-22 23:50:37,2,-73.87303161621094,40.77421188354492,-73.98397827148438,40.7606201171875,N,1350
id2136056,1,2016-04-07 14:55:22,2016-04-07 15:15:33,1,-73.9841537475586,40.73752212524414,-73.99500274658203,40.74999237060546,N,1211
id2467096,1,2016-04-23 03:19:13,2016-04-23 03:38:30,3,-73.99256134033203,40.723880767822266,-73.9811019897461,40.77938079833984,N,1157
id0983118,1,2016-03-14 17:58:58,2016-03-14 17:59:51,1,-73.98358154296875,40.73440933227539,-73.98358154296875,40.7343978881836,N,53
id2486766,1,2016-04-05 06:55:06,2016-04-05 06:55:10,1,-73.96613311767578,40.76382064819336,-73.96589660644531,40.76371383666992,N,4
id2445244,1,2016-04-06 12:45:14,2016-04-06 12:51:03,1,-73.97623443603516,40.75165557861328,-73.98236846923827,40.74596405029297,N,349
id2637686,1,2016-01-10 02:12:59,2016-01-10 02:25:57,1,-74.00933074951173,40.71232604980469,-73.95611572265625,40.71385955810546,N,778
id0224080,1,2016-03-29 17:52:41,2016-03-29 17:57:49,1,-73.99162292480467,40.73009490966797,-73.98539733886719,40.737266540527344,N,308
id1108704,1,2016-03-20 00:19:15,2016-03-20 00:22:44,2,-73.9934844970703,40.71891021728516,-73.9897232055664,40.72320556640625,N,209
id0491931,1,2016-04-24 18:47:33,2016-04-24 19:03:28,1,-73.99449920654298,40.750385284423835,-73.95950317382812,40.76437759399414,N,955
id0408950,2,2016-06-24 21:48:34,2016-06-24 22:01:24,1,-73.97213745117188,40.79507064819336,-73.95360565185547,40.81727600097656,N,770
id3459824,2,2016-03-26 21:31:29,2016-03-26 21:39:49,6,-73.95602416992188,40.781543731689446,-73.9395980834961,40.80403137207031,N,500
id3516014,2,2016-03-08 11:47:33,2016-03-08 12:22:09,1,-74.00086975097656,40.75804138183594,-73.98341369628906,40.76103973388672,N,2076
id2039912,2,2016-05-20 08:16:46,2016-05-20 08:33:08,1,-73.94644165039062,40.772911071777344,-73.96521759033203,40.79093170166016,N,982
id2247356,1,2016-03-26 09:42:46,2016-03-26 09:50:55,1,-73.96980285644531,40.7945442199707,-73.94446563720702,40.83466339111328,N,489
id3612567,1,2016-05-10 07:44:32,2016-05-10 07:47:52,1,-73.99818420410156,40.74519348144531,-74.00697326660156,40.752227783203125,N,200
id2512807,1,2016-03-14 20:29:19,2016-03-14 20:37:04,1,-74.01334381103516,40.71458053588867,-74.00765228271484,40.70506286621094,N,465
id0069907,1,2016-04-12 06:05:04,2016-04-12 06:07:38,1,-73.98193359375,40.75774383544922,-73.9902801513672,40.76156997680664,N,154
id0626547,1,2016-02-20 03:21:13,2016-02-20 03:28:19,2,-73.97943878173827,40.74407196044922,-73.9983901977539,40.75437545776367,N,426
id3959231,1,2016-02-27 20:01:07,2016-02-27 20:11:33,1,-73.98888397216798,40.72688674926758,-73.99169921875,40.71947860717773,N,626
id3940735,2,2016-03-11 22:48:29,2016-03-11 22:58:57,1,-74.01138305664062,40.70256042480469,-73.97798156738281,40.74564743041992,N,628
id3072309,1,2016-02-22 01:45:38,2016-02-22 01:52:55,1,-73.94504547119139,40.824005126953125,-73.93473815917967,40.84545135498047,N,437
id2045823,1,2016-01-15 23:25:44,2016-01-15 23:44:30,1,-73.99400329589844,40.72647857666016,-73.98701477050781,40.68792724609375,N,1126
id0741828,1,2016-02-17 19:14:16,2016-02-17 19:22:46,1,-74.00566101074217,40.75092697143555,-73.98661804199219,40.75261688232422,N,510
id0070114,1,2016-04-14 23:39:04,2016-04-14 23:43:47,1,-73.99536895751953,40.74943542480469,-73.99078369140625,40.75604248046875,N,283
id1296096,2,2016-04-05 18:16:19,2016-04-05 18:28:12,6,-73.97128295898438,40.75851821899414,-73.99549102783203,40.73424911499024,N,713
id2330918,1,2016-05-28 06:18:39,2016-05-28 06:23:44,1,-73.9505386352539,40.7795524597168,-73.9661865234375,40.75796508789063,N,305
id0960056,2,2016-01-27 09:19:53,2016-01-27 09:48:37,1,-73.97992706298828,40.76214218139648,-73.99259185791014,40.73019790649414,N,1724
id1157029,2,2016-03-01 16:51:55,2016-03-01 17:30:29,1,-73.78182983398438,40.644832611083984,-73.93083190917967,40.68401336669922,N,2314
id3330277,1,2016-04-19 15:41:55,2016-04-19 15:45:17,1,-73.978515625,40.786014556884766,-73.98302459716798,40.78183364868164,N,202
id1827011,1,2016-05-31 22:05:13,2016-05-31 22:19:04,1,-73.96785736083984,40.80150985717773,-73.94053649902342,40.849624633789055,N,831
id1655109,2,2016-03-09 21:02:10,2016-03-09 21:17:19,1,-74.0032501220703,40.72745132446289,-73.99372863769531,40.761985778808594,N,909
id2502728,1,2016-05-13 03:20:55,2016-05-13 03:24:21,1,-73.94953155517578,40.78071212768555,-73.95120239257811,40.770755767822266,N,206
id3165830,2,2016-03-18 15:33:39,2016-03-18 15:49:09,1,-73.99458312988281,40.740737915039055,-73.9802474975586,40.764305114746094,N,930
id0812144,1,2016-03-18 20:43:28,2016-03-18 20:46:36,2,-74.00330352783203,40.744140625,-73.99559783935547,40.75920867919922,N,188
id3010670,1,2016-06-21 10:19:51,2016-06-21 10:40:36,2,-73.98806762695312,40.77914810180664,-73.94924163818358,40.77286148071289,N,1245
id0716322,2,2016-02-10 18:30:42,2016-02-10 19:04:48,1,-73.87303161621094,40.77408218383789,-73.99363708496092,40.72461318969727,N,2046
id3734624,2,2016-04-17 13:24:31,2016-04-17 13:46:54,6,-73.98033905029298,40.75038146972656,-73.97786712646483,40.76313018798828,N,1343
id3904003,2,2016-01-22 06:56:19,2016-01-22 07:08:20,5,-73.86256408691406,40.76891708374024,-73.89683532714845,40.744495391845696,N,721
id2040655,1,2016-06-23 19:34:50,2016-06-23 19:44:06,1,-73.98928070068358,40.76006317138672,-73.9754180908203,40.752307891845696,N,556
id1521017,1,2016-03-07 10:58:37,2016-03-07 11:02:26,1,-73.99684143066406,40.73746490478516,-74.00413513183594,40.741313934326165,N,229
id2493783,1,2016-01-24 22:35:08,2016-01-24 22:48:02,1,-73.98120880126953,40.744335174560554,-73.98332977294923,40.76042938232422,N,774
id1378690,1,2016-04-11 19:47:51,2016-04-11 19:58:06,1,-73.9825439453125,40.7451057434082,-73.9579086303711,40.77353286743164,N,615
id2803515,2,2016-05-07 17:25:33,2016-05-07 17:31:21,2,-73.9660873413086,40.794898986816406,-73.98133087158203,40.77857971191406,N,348
id3629068,1,2016-02-06 18:38:03,2016-02-06 18:47:33,1,-73.97314453125,40.7487678527832,-73.95841217041014,40.77290725708008,N,570
id2218919,1,2016-02-06 22:10:01,2016-02-06 22:17:01,2,-73.9865493774414,40.75050735473633,-73.98426818847656,40.765003204345696,N,420
id2510700,2,2016-05-03 11:17:06,2016-05-03 11:31:01,1,-73.95394134521484,40.77114868164063,-73.98007202148438,40.779006958007805,N,835
id3921558,2,2016-06-12 22:30:08,2016-06-12 23:07:11,6,-73.78961944580078,40.64668655395508,-74.00997161865233,40.705921173095696,N,2223
id3122509,2,2016-02-24 08:40:55,2016-02-24 08:45:59,1,-73.97933197021484,40.7501106262207,-73.9743881225586,40.75138092041016,N,304
id2713148,2,2016-01-26 21:28:21,2016-01-26 21:31:36,1,-73.9866714477539,40.761661529541016,-73.99492645263672,40.75519180297852,N,195
id3644749,1,2016-01-14 22:16:17,2016-01-14 22:29:45,1,-73.98683166503906,40.75104522705078,-73.96835327148438,40.76713180541992,N,808
id3985599,2,2016-06-14 19:43:55,2016-06-14 19:54:13,1,-73.95843505859375,40.7726936340332,-73.98379516601561,40.77937698364258,N,618
id0924897,1,2016-05-04 13:35:12,2016-05-04 13:53:41,2,-73.99053192138672,40.741844177246094,-73.99009704589844,40.75704574584961,N,1109
id1932168,2,2016-06-12 20:03:20,2016-06-12 20:15:13,1,-73.9859848022461,40.730995178222656,-73.99080657958984,40.75017929077149,N,713
id2191720,2,2016-01-07 12:35:57,2016-01-07 12:39:44,4,-73.99868774414062,40.760608673095696,-74.00696563720702,40.75298309326172,N,227
id0856404,1,2016-06-19 04:15:33,2016-06-19 04:24:11,1,-74.00389099121092,40.742000579833984,-73.98612976074217,40.730632781982415,N,518
id3945987,1,2016-05-02 15:03:52,2016-05-02 15:08:03,2,-73.98792266845702,40.74979019165039,-73.97846984863281,40.76097869873047,N,251
id3859438,2,2016-05-21 18:33:03,2016-05-21 18:52:49,1,-73.9783935546875,40.75218963623047,-73.98213958740233,40.768531799316406,N,1186
id2549417,1,2016-06-01 16:34:26,2016-06-01 17:21:19,2,-73.98551177978516,40.74473571777344,-73.86131286621094,40.76803970336913,N,2813
id1968512,2,2016-03-20 12:30:51,2016-03-20 12:35:03,1,-73.96126556396483,40.771766662597656,-73.95800018310547,40.78211212158203,N,252
id1269725,2,2016-04-07 19:14:12,2016-04-07 19:19:15,1,-73.94719696044923,40.78819274902344,-73.938232421875,40.80478286743164,N,303
id2535686,2,2016-06-09 22:02:08,2016-06-09 22:06:40,3,-73.9572982788086,40.72241973876953,-73.9669418334961,40.70989990234375,N,272
id2822817,2,2016-05-15 10:48:15,2016-05-15 11:13:02,1,-73.98760223388672,40.77529144287109,-73.99344635009764,40.7530403137207,N,1487
id1744555,2,2016-06-26 12:52:18,2016-06-26 13:18:49,1,-73.97614288330078,40.758613586425774,-74.00177001953125,40.73946380615234,N,1591
id0010237,1,2016-04-03 16:37:53,2016-04-03 17:25:07,1,-74.00005340576173,40.743328094482415,-73.78990173339844,40.6436767578125,N,2834
id0202027,1,2016-03-17 10:04:57,2016-03-17 10:09:38,1,-73.87812805175781,40.75643157958984,-73.90479278564453,40.753414154052734,N,281
id2731098,2,2016-06-24 01:24:09,2016-06-24 01:36:03,2,-73.9693832397461,40.763450622558594,-73.94500732421875,40.8132209777832,N,714
id1878811,2,2016-05-08 11:18:02,2016-05-08 11:28:44,2,-73.95069122314453,40.78229904174805,-73.9611587524414,40.76068115234375,N,642
id1807331,2,2016-02-09 10:09:34,2016-02-09 10:21:13,5,-73.98914337158203,40.74803161621094,-73.97631072998048,40.74967193603516,N,699
id2408440,2,2016-05-25 22:17:41,2016-05-25 22:37:27,1,-73.97364044189453,40.74805068969727,-73.93791961669923,40.85179901123047,N,1186
id0683187,1,2016-01-30 17:22:58,2016-01-30 17:33:27,1,-74.00999450683594,40.714370727539055,-74.00465393066406,40.742034912109375,N,629
id0926457,2,2016-04-26 17:10:58,2016-04-26 17:15:59,6,-73.96095275878906,40.76081848144531,-73.9638671875,40.766151428222656,N,301
id1636640,2,2016-04-16 01:18:33,2016-04-16 01:22:23,1,-74.00064086914062,40.73752975463867,-74.0052261352539,40.728912353515625,N,230
id3419153,1,2016-01-11 09:36:30,2016-01-11 09:41:16,1,-73.97826385498048,40.73714065551758,-73.97281646728516,40.745975494384766,N,286
id3805023,2,2016-03-14 13:57:29,2016-03-14 14:00:40,1,-73.98177337646483,40.76269912719727,-73.9803466796875,40.760269165039055,N,191
id3500926,1,2016-02-22 03:26:12,2016-02-22 03:29:05,1,-73.98234558105469,40.75739669799805,-73.98623657226561,40.75832748413086,N,173
id1137435,1,2016-02-21 17:00:25,2016-02-21 17:03:11,2,-73.96834564208984,40.76188659667969,-73.97352600097656,40.76076889038086,N,166
id1895541,1,2016-05-18 13:18:14,2016-05-18 13:24:43,1,-73.93027496337889,40.86190414428711,-73.93321228027344,40.84908676147461,N,389
id1862842,2,2016-04-23 10:33:16,2016-04-23 10:55:38,1,-73.93672943115233,40.84932708740234,-73.98680114746092,40.75606918334961,N,1342
id1285493,2,2016-06-08 16:22:10,2016-06-08 16:50:41,1,-73.94776916503906,40.7833251953125,-73.9626693725586,40.76261520385742,N,1711
id0420320,1,2016-05-26 18:25:53,2016-05-26 18:44:34,1,-73.96399688720702,40.763984680175774,-73.98348236083984,40.74342346191406,N,1121
id0865012,2,2016-04-15 00:41:43,2016-04-15 00:50:45,1,-73.9457778930664,40.77779006958008,-73.97119903564453,40.765899658203125,N,542
id2403555,1,2016-03-26 22:39:53,2016-03-26 22:55:23,3,-73.99686431884764,40.72711563110352,-73.97449493408203,40.742290496826165,N,930
id3103874,2,2016-04-21 00:47:11,2016-04-21 01:00:19,5,-73.99385833740233,40.72740936279297,-73.96251678466798,40.76448059082031,N,788
id1545533,1,2016-05-10 16:00:08,2016-05-10 16:14:09,1,-73.95396423339844,40.78724670410156,-73.96183013916014,40.7707405090332,N,841
id2348804,1,2016-05-23 20:40:38,2016-05-23 21:01:59,1,-73.97517395019531,40.75342559814453,-73.86737060546875,40.8961296081543,N,1281
id2207583,2,2016-06-16 15:49:05,2016-06-16 16:05:52,1,-73.97160339355469,40.74931335449219,-74.0139923095703,40.71342086791992,N,1007
id0977361,1,2016-06-11 23:06:41,2016-06-11 23:13:21,2,-73.98616790771484,40.745853424072266,-73.97337341308594,40.74420547485352,N,400
id1889643,2,2016-04-12 08:37:46,2016-04-12 08:48:59,3,-73.98069763183594,40.7480697631836,-73.98230743408203,40.76097869873047,N,673
id2958532,1,2016-02-13 02:03:26,2016-02-13 02:20:23,1,-74.0011215209961,40.717811584472656,-73.85187530517578,40.740432739257805,N,1017
id3113874,1,2016-06-07 03:58:05,2016-06-07 04:25:33,1,-74.0011978149414,40.727703094482415,-73.95513153076173,40.717151641845696,N,1648
id0825999,1,2016-03-18 21:25:09,2016-03-18 21:38:45,1,-73.96878051757811,40.76583480834961,-73.98467254638672,40.74586868286133,N,816
id1025546,2,2016-06-23 17:28:44,2016-06-23 17:34:21,1,-73.98432159423827,40.770015716552734,-73.99061584472656,40.761226654052734,N,337
id3937247,2,2016-03-17 22:53:18,2016-03-17 23:04:28,2,-73.97807312011719,40.757118225097656,-73.9872817993164,40.736358642578125,N,670
id1392914,2,2016-05-18 07:18:20,2016-05-18 07:22:39,2,-73.96273803710938,40.766986846923835,-73.95568084716798,40.77657699584961,N,259
id0692380,1,2016-02-11 21:12:35,2016-02-11 21:33:50,2,-74.0169906616211,40.7113151550293,-73.99181365966798,40.72217178344727,N,1275
id0357915,2,2016-06-10 21:50:36,2016-06-10 21:57:33,1,-73.95458984375,40.76426696777344,-73.96595001220702,40.75971221923828,N,417
id3967911,2,2016-03-20 17:36:02,2016-03-20 17:55:52,5,-73.97257232666014,40.78757095336913,-73.99241638183594,40.7542381286621,N,1190
id0686589,2,2016-02-12 19:48:43,2016-02-12 20:09:14,5,-73.97791290283203,40.75958633422852,-73.9872817993164,40.75517272949219,N,1231
id3558655,1,2016-02-12 07:42:09,2016-02-12 07:55:50,2,-73.99432373046875,40.71942901611328,-74.00308990478516,40.749210357666016,N,821
id0636407,1,2016-04-15 18:18:19,2016-04-15 18:25:51,1,-73.99482727050781,40.740039825439446,-73.996826171875,40.73556137084961,N,452
id1243620,2,2016-04-09 12:19:42,2016-04-09 12:34:24,1,-73.94767761230467,40.7820701599121,-73.97634887695312,40.755889892578125,N,882
id2426447,2,2016-02-27 22:40:14,2016-02-27 22:55:02,1,-73.99030303955078,40.74964141845703,-73.9728012084961,40.75920867919922,N,888
id2000082,2,2016-03-25 23:13:04,2016-03-25 23:35:39,1,-74.0001220703125,40.730377197265625,-73.96123504638672,40.760780334472656,N,1355
id3561174,2,2016-03-20 19:50:06,2016-03-20 19:55:27,2,-73.98043823242188,40.75448989868164,-73.99504089355469,40.739761352539055,N,321
id1184685,1,2016-03-05 00:32:07,2016-03-05 00:51:22,1,-73.9822006225586,40.74003601074219,-73.98323822021484,40.693824768066406,N,1155
id1028101,2,2016-06-25 11:43:44,2016-06-25 11:57:47,6,-74.01388549804686,40.70793151855469,-73.99812316894531,40.74113082885742,N,843
id0466240,1,2016-06-06 02:22:53,2016-06-06 02:31:02,1,-73.99419403076173,40.75916290283203,-73.96714782714845,40.76370620727539,N,489
id3016304,1,2016-02-13 11:42:30,2016-02-13 11:44:37,1,-73.99980926513672,40.743358612060554,-74.00169372558595,40.74837493896485,N,127
id1297069,1,2016-05-14 14:21:02,2016-05-14 14:29:53,1,-74.01212310791014,40.71407699584961,-74.00826263427734,40.74046325683594,Y,531
id3141333,2,2016-04-09 14:34:42,2016-04-09 14:40:28,1,-73.97118377685547,40.764461517333984,-73.96077728271484,40.76670837402344,N,346
id1121148,2,2016-04-18 07:27:12,2016-04-18 07:39:22,1,-73.87310791015625,40.77407836914063,-73.90276336669923,40.74563980102539,N,730
id1500820,2,2016-06-06 10:12:08,2016-06-06 10:30:55,1,-73.95821380615233,40.7646484375,-73.89447021484375,40.75448989868164,N,1127
id3441372,1,2016-03-06 00:20:04,2016-03-06 00:59:03,2,-74.00274658203125,40.739845275878906,-73.92347717285155,40.68640899658203,Y,2339
id0959250,1,2016-05-18 01:26:22,2016-05-18 01:29:07,1,-73.93120574951173,40.69368362426758,-73.93553924560547,40.69723129272461,N,165
id1997951,1,2016-04-10 06:52:14,2016-04-10 06:52:36,1,-73.9500274658203,40.67502212524414,-73.95004272460938,40.675025939941406,N,22
id0314209,2,2016-05-12 22:23:38,2016-05-12 22:31:58,2,-73.98948669433594,40.767765045166016,-73.97282409667967,40.7934455871582,N,500
id1603761,2,2016-06-02 20:19:38,2016-06-02 20:29:18,1,-73.99754333496092,40.73005676269531,-73.98320770263672,40.730430603027344,N,580
id2508263,2,2016-02-28 12:15:08,2016-02-28 12:29:14,2,-73.99101257324217,40.7453498840332,-73.99072265625,40.760231018066406,N,846
id2412539,1,2016-04-21 09:35:53,2016-04-21 10:01:55,1,-73.99116516113281,40.74885559082031,-74.00531005859375,40.70752334594727,N,1562
id1727930,1,2016-04-18 10:02:09,2016-04-18 10:21:07,1,-73.99240112304686,40.74241638183594,-73.97126007080078,40.75968170166016,N,1138
id1495924,1,2016-06-24 11:22:36,2016-06-24 11:29:50,1,-74.00501251220702,40.705265045166016,-74.00818634033203,40.71084976196289,N,434
id1946377,1,2016-03-12 22:17:16,2016-03-12 22:21:31,1,-73.98243713378906,40.77385711669922,-73.97803497314453,40.78630065917969,N,255
id1478858,2,2016-04-27 20:03:00,2016-04-27 20:11:55,1,-73.96262359619139,40.7724494934082,-73.97736358642578,40.781841278076165,N,535
id3137174,1,2016-03-28 06:42:58,2016-03-28 06:46:07,1,-73.96382141113281,40.76548004150391,-73.95535278320312,40.76923370361328,N,189
id0352878,1,2016-02-16 15:58:54,2016-02-16 16:06:24,1,-73.9559326171875,40.7641487121582,-73.97175598144531,40.760398864746094,N,450
id2970663,1,2016-04-04 12:44:38,2016-04-04 12:48:25,1,-73.95963287353516,40.77640914916992,-73.96297454833984,40.775436401367195,N,227
id3331429,1,2016-05-19 10:55:51,2016-05-19 11:12:43,1,-73.99323272705078,40.75266647338867,-73.98561096191406,40.777000427246094,N,1012
id2036235,2,2016-02-07 11:47:26,2016-02-07 11:49:48,1,-73.99407958984375,40.69073867797852,-73.98984527587889,40.689895629882805,N,142
id0031151,1,2016-04-19 01:03:46,2016-04-19 01:12:37,1,-73.9914321899414,40.74319839477539,-73.982421875,40.71141052246094,N,531
id3857239,2,2016-04-30 18:36:37,2016-04-30 18:41:22,5,-73.97415161132812,40.75091171264648,-73.9656524658203,40.762451171875,N,285
id1343255,2,2016-04-29 09:55:57,2016-04-29 10:07:02,5,-73.99037170410156,40.7465705871582,-73.97315979003906,40.76399993896485,N,665
id1255918,1,2016-05-05 03:30:27,2016-05-05 03:40:16,1,-74.00556945800781,40.7407455444336,-73.9871826171875,40.75951766967773,N,589
id0514829,1,2016-03-09 07:41:36,2016-03-09 07:49:15,1,-73.97552490234375,40.7495002746582,-73.97327423095702,40.759521484375,N,459
id3398024,2,2016-03-15 16:54:34,2016-03-15 17:26:04,1,-73.99103546142578,40.75014114379882,-73.9522705078125,40.82548522949219,N,1890
id3411457,2,2016-04-11 06:55:55,2016-04-11 07:02:51,5,-73.9960708618164,40.72628784179688,-74.01192474365233,40.70774459838867,N,416
id0045933,1,2016-02-17 14:00:07,2016-02-17 14:06:05,2,-73.95018768310547,40.78075408935546,-73.96014404296875,40.769397735595696,N,358
id3710880,1,2016-02-24 18:08:15,2016-02-24 18:36:23,1,-74.00202941894531,40.71548080444336,-73.96038055419923,40.7696418762207,N,1688
id0791608,1,2016-06-01 14:43:42,2016-06-01 15:04:45,2,-73.95294189453125,40.783302307128906,-73.97406768798828,40.75212860107422,N,1263
id0522618,2,2016-05-19 16:56:16,2016-05-19 17:11:40,1,-73.98468780517578,40.72441864013672,-74.00985717773438,40.72014999389648,N,924
id2090697,2,2016-02-26 19:03:16,2016-02-26 19:25:28,1,-73.99072265625,40.730072021484375,-73.95972442626953,40.77962112426758,N,1332
id0058586,2,2016-05-27 02:04:54,2016-05-27 02:13:21,1,-73.9822006225586,40.76071166992188,-73.98948669433594,40.77656936645508,N,507
id1767304,2,2016-01-20 06:45:35,2016-01-20 06:58:10,1,-73.98790740966798,40.76054000854492,-74.01166534423827,40.71361541748047,N,755
id1171827,1,2016-06-10 16:13:09,2016-06-10 16:27:56,2,-73.99241638183594,40.689579010009766,-73.97294616699219,40.67610168457031,N,887
id0754406,2,2016-06-10 06:41:33,2016-06-11 00:00:00,1,-74.00062561035155,40.73193740844727,-73.99584197998048,40.73870849609375,N,62307
id2517644,2,2016-06-02 15:31:06,2016-06-02 16:33:53,1,-73.86357116699219,40.7699089050293,-74.00544738769531,40.73701858520508,N,3767
id3114413,2,2016-01-20 20:11:10,2016-01-20 20:25:44,2,-73.98168182373048,40.75796890258789,-73.95384216308594,40.7729606628418,N,874
id0028038,1,2016-06-25 14:14:42,2016-06-25 14:26:35,1,-73.9820785522461,40.77285003662109,-73.97718811035155,40.75697326660156,N,713
id2871636,1,2016-03-12 23:44:43,2016-03-13 00:04:48,1,-73.95004272460938,40.80981063842773,-73.98229217529298,40.765506744384766,N,1205
id0485630,2,2016-03-14 08:08:31,2016-03-14 08:15:46,1,-73.974365234375,40.73688507080078,-73.97560119628906,40.74466323852539,N,435
id2727170,2,2016-02-26 19:31:25,2016-02-26 19:41:18,2,-73.97315979003906,40.76453399658203,-73.9818344116211,40.77838897705078,N,593
id2748061,2,2016-04-18 21:56:04,2016-04-18 22:16:54,1,-73.9990234375,40.75448989868164,-73.98777770996092,40.70383071899414,N,1250
id3246569,1,2016-05-20 12:36:52,2016-05-20 12:43:59,1,-73.99607849121092,40.72635269165039,-74.00556945800781,40.72638320922852,N,427
id3946666,1,2016-03-09 20:52:21,2016-03-09 20:57:13,1,-74.0113525390625,40.71477890014648,-74.00652313232422,40.708343505859375,N,292
id1960895,2,2016-02-25 17:51:36,2016-02-25 18:02:45,1,-73.9762191772461,40.788700103759766,-73.95481872558594,40.77802276611328,N,669
id2340623,1,2016-04-02 16:26:14,2016-04-02 16:50:57,1,-73.9820785522461,40.77328872680664,-73.9493408203125,40.76252746582031,N,1483
id2199630,2,2016-06-03 09:39:16,2016-06-03 10:00:14,6,-73.87293243408203,40.774200439453125,-73.92961883544923,40.76226043701172,N,1258
id1460966,2,2016-06-01 07:06:37,2016-06-01 07:12:55,1,-73.98306274414062,40.74474334716797,-73.97374725341797,40.76147079467773,N,378
id1314801,1,2016-03-28 08:17:51,2016-03-28 08:27:06,1,-73.98511505126953,40.76082992553711,-74.00454711914062,40.75592422485352,N,555
id1268776,1,2016-03-02 12:50:07,2016-03-02 13:03:10,3,-74.00464630126953,40.741897583007805,-73.98860931396483,40.757057189941406,N,783
